"Restaurant Name","Address","City","State","Zipcode","Doordash ID","Contains images on Doordash","Reviews","Is it in the Woflow table","Is it in our database(DB)?","If in our DB, is it flagged?","If in our DB, does it have 3+ images?","If in our DB, how many ratings?"
"Vini's Pizza","4009 West Lawrence Avenue","Chicago","IL","60630","vini-s-pizza-chicago-183939","No","11","No",""
"Tasty Chinese Food","3051 North California Avenue","Chicago","IL","60618","tasty-chinese-food-chicago-598654","No","0","No",""
"Taqueria Amigo Chino","5601 West Irving Park Road","Chicago","IL","60634","taqueria-amigo-chino-chicago-445239","No","1","No",""
"Lime Leaf Thai Fusion & Drinks","8 East Van Buren Street","Chicago","IL","60604","lime-leaf-thai-fusion-drinks-chicago-420643","Yes","13","No",""
"Big Boy Gyros","3541 North Western Avenue","Chicago","IL","60618","big-boy-gyros-chicago-522389","No","2","No",""
"Nicky's In-N-Out","4240 South Wentworth Avenue","Chicago","IL","60609","nicky-s-in-n-out-chicago-521146","No","2","No",""
"Mariscos Luis","4225 West 47th Street","Chicago","IL","60632","mariscos-luis-chicago-225855","No","39","No",""
"Jade Court","626 South Racine Avenue","Chicago","IL","60607","jade-court-chicago-183714","No","66","No",""
"Marisco's El Veneno","6835 South Pulaski Road","Chicago","IL","60629","marisco-s-el-veneno-chicago-225870","No","61","No",""
"Olivia's Taste","7157 West Belmont Avenue","Chicago","IL","60634","olivia-s-taste-chicago-183851","No","24","No",""
"Chopstix","28 East Roosevelt Road","Chicago","IL","60605","chopstix-chicago-623252","No","0","No",""
"Jesse's Mexican Grill","6950 North Western Avenue","Chicago","IL","60645","jesse-s-mexican-grill-chicago-179489","No","6","No",""
"Taqueria San Juanito","4714 North Kedzie Avenue","Chicago","IL","60625","taqueria-san-juanito-chicago-183838","No","63","No",""
"Al's Under the L","2908 West Lake Street","Chicago","IL","60612","al-s-under-the-l-chicago-445562","No","3","No",""
"Kim's Home Cooking","4829 North Kedzie Avenue","Chicago","IL","60625","kim-s-home-cooking-chicago-522346","No","0","No",""
"Ryo Sushi","62 East Madison Street","Chicago","IL","60602","ryo-sushi-chicago-521216","No","4","No",""
"Marwa Grill","6257 McCormick Boulevard","Chicago","IL","60659","marwa-grill-chicago-445085","Yes","0","No",""
"Morse Gyros & Chicken","1335 West Morse Avenue","Chicago","IL","60626","morse-gyros-chicken-chicago-183814","No","5","No",""
"Morrie O'Malleys","3501 South Union Avenue","Chicago","IL","60609","morrie-o-malleys-chicago-217250","Yes","48","No",""
"Reese's Fast Food","1823 West 87th Street","Chicago","IL","60620","reese-s-fast-food-chicago-335592","No","7","No",""
"Happy Chinese Kitchen","80 East Cermak Road","Chicago","IL","60616","happy-chinese-kitchen-chicago-321216","No","15","No",""
"Byron's Hot Dog","1701 West Lawrence Avenue","Chicago","IL","60640","byron-s-hot-dog-haus-chicago-179523","No","4","No",""
"Avenida del Sabor","5805 West Diversey Avenue","Chicago","IL","60639","avenida-del-sabor-chicago-609483","Yes","0","No",""
"Beefee","5846 West North Avenue","Chicago","IL","60639","beefee-chicago-445587","No","5","No",""
"Seven Ten Lanes","1055 East 55th Street","Chicago","IL","60615","seven-ten-lanes-chicago-521453","No","3","No",""
"Polpetti","131 North Clinton Street","Chicago","IL","60661","polpetti-chicago-445311","No","0","Yes","polpetti-chicago-131","No","No","0"
"South Loop Club","701 South State Street","Chicago","IL","60605","south-loop-club-chicago-183694","No","2","No",""
"El Mezquite Taqueria","1756 West 18th Street","Chicago","IL","60608","el-mezquite-taqueria-chicago-183762","No","9","No",""
"Excelsior Garden","4855 North Milwaukee Avenue","Chicago","IL","60630","excelsior-garden-chicago-179778","No","3","No",""
"Monte Alban","6012 West Fullerton Avenue","Chicago","IL","60639","monte-alban-chicago-576586","No","0","No",""
"Honeymoon Cafe","1138 West Argyle Street","Chicago","IL","60640","honeymoon-cafe-chicago-179150","No","3","No",""
"Cilantro Thai Kitchen","1509 West Devon Avenue","Chicago","IL","60660","cilantro-thai-kitchen-chicago-179695","No","1","No",""
"Calabria Imports","1905 West 103rd Street","Chicago","IL","60643","calabria-imports-chicago-327966","No","9","No",""
"2 Amigos","2320 North Milwaukee Avenue","Chicago","IL","60647","2-amigos-chicago-521349","No","0","No",""
"Chiya Chai Cafe","2770 North Milwaukee Avenue","Chicago","IL","60647","chiya-chai-cafe-chicago-522464","No","2","No",""
"La Bodega","355 North Clark Street","Chicago","IL","60654","la-bodega-chicago-445064","Yes","0","No",""
"Punjabi Dhaba","2525 West Devon Avenue","Chicago","IL","60659","punjabi-dhaba-chicago-619101","No","0","No",""
"Mr Zee's","3960 North Narragansett Avenue","Chicago","IL","60634","mr-zee-s-chicago-183899","No","21","No",""
"Big Tony's Pizza II","3732 West 59th Street","Chicago","IL","60629","big-tony-s-pizza-ii-chicago-225871","No","17","No",""
"Thai Thai","3922 North Elston Avenue","Chicago","IL","60618","thai-thai-chicago-522105","No","0","No",""
"WhirlyBall","1825 West Webster Avenue","Chicago","IL","60614","whirlyball-chicago-132248","Yes","108","No",""
"Vince's Pizza","6217 West 63rd Street","Chicago","IL","60638","vince-s-pizza-chicago-623073","No","0","No",""
"Minari Oriental Restaurant","3311 West Bryn Mawr Avenue","Chicago","IL","60659","minari-oriental-restaurant-chicago-183620","No","30","No",""
"Coluta's Pizza","4946 West Diversey Avenue","Chicago","IL","60639","coluta-s-pizza-chicago-522634","No","1","No",""
"Reggio's Pizza Corporate Office","120 West 87th Street","Chicago","IL","60620","reggio-s-pizza-chicago-367083","No","0","No",""
"Hong Kong House","3904 North Cicero Avenue","Chicago","IL","60641","hong-kong-house-chicago-523016","No","0","No",""
"Mr. Zee Famous Chicken","3960 North Narragansett Avenue","Chicago","IL","60634","mr-zee-famous-chicken-chicago-492265","Yes","4","No",""
"Star East","5712 West Fullerton Avenue","Chicago","IL","60639","star-east-chicago-445635","No","4","No",""
"Dim Dim","2820 South Wentworth Avenue","Chicago","IL","60616","dim-dim-chicago-179889","No","1","No",""
"Kim Long Restaurant","5114 West Fullerton Avenue","Chicago","IL","60639","kim-long-restaurant-chicago-444934","No","1","No",""
"Wok Cuisine","4554 North Kedzie Avenue","Chicago","IL","60625","wok-cuisine-chicago-184125","No","54","No",""
"Sushi Mon","2441 North Clark Street","Chicago","IL","60614","sushi-mon-chicago-522224","No","0","No",""
"Pupuseria Metapan","6107 West Addison Street","Chicago","IL","60634","pupuseria-metapan-chicago-179373","No","13","No",""
"Mac Kelly's","1347 South Michigan Avenue","Chicago","IL","60605","mac-kelly-s-chicago-179464","Yes","14","No",""
"Mr V's Pizza","5285 North Elston Avenue","Chicago","IL","60630","mr-v-s-pizza-chicago-183874","No","2","No",""
"Giorginos Pizza","5723 West 63rd Street","Chicago","IL","60638","giorginos-pizza-chicago-623179","No","0","No",""
"Le's Pho","4925 North Broadway","Chicago","IL","60640","le-s-pho-chicago-183596","No","2","No",""
"Rafa's Chicken","4410 West 63rd Street","Chicago","IL","60629","rafa-s-chicken-chicago-225914","No","16","No",""
"La Fuente Mexican Restaurant","2950 West 59th Street","Chicago","IL","60629","la-fuente-mexican-restaurant-chicago-225929","Yes","26","No",""
"Lito’s Empanadas","131 North Clinton Street","Chicago","IL","60661","litos-empanada-chicago-409333","Yes","7","Yes","polpetti-chicago-131","No","Yes","3"
"Nha Hang Viet Nam","1032 West Argyle Street","Chicago","IL","60640","nha-hang-viet-nam-chicago-183587","No","30","No",""
"Vajra","1329 West Chicago Avenue","Chicago","IL","60642","vajra-chicago-623094","No","0","No",""
"Lonnie's Pizzaria","8343 West Irving Park Road","Chicago","IL","60634","lonnie-s-pizzaria-chicago-179339","No","3","No",""
"Jibek Jolu","5047 North Lincoln Avenue","Chicago","IL","60625","jibek-jolu-chicago-179490","No","2","No",""
"SPACE 519 The Lunchroom","200 East Chestnut Street","Chicago","IL","60611","space-519-the-lunchroom-chicago-522822","Yes","1","No",""
"Alba's Restaurant","1825 West Chicago Avenue","Chicago","IL","60622","alba-s-restaurant-chicago-273016","Yes","7","No",""
"Ba Le Sandwich","5014 North Broadway Street","Chicago","IL","60640","ba-le-sandwich-chicago-354368","No","3","No",""
"Windy City Cafe","1062 West Chicago Avenue","Chicago","IL","60642","windy-city-cafe-chicago-521217","No","2","No",""
"Eat First","3337 West Belmont Avenue","Chicago","IL","60618","eat-first-chicago-522895","No","0","No",""
"Monnie Burke's","1163 West 18th Street","Chicago","IL","60608","monnie-burke-s-chicago-335627","No","13","No",""
"Gorditas Santiago","3825 West 63rd Street","Chicago","IL","60629","gorditas-santiago-chicago-335518","No","3","No",""
"Mo Dailey's Pub & Grille","6070 North Northwest Highway","Chicago","IL","60631","mo-dailey-s-pub-grille-chicago-183683","Yes","3","No",""
"Jimmie B's Comfort Food","1215 West Devon Avenue","Chicago","IL","60660","jimmie-b-s-comfort-food-chicago-614570","Yes","0","No",""
"Stackerz Restaurant","5729 North Northwest Highway","Chicago","IL","60646","stackerz-restaurant-chicago-622849","No","0","No",""
"Los Azares Mexican Grill","7148 North Harlem Avenue","Chicago","IL","60631","los-azares-mexican-grill-chicago-353934","No","1","No",""
"Taqueria & Restaurant Cd. Hidalgo","7104 North Clark Street","Chicago","IL","60626","taqueria-restaurant-cd-hidalgo-chicago-183687","No","11","No",""
"Lucky Klucker","3626 North Talman Avenue","Chicago","IL","60618","lucky-klucker-chicago-511963","Yes","3","No",""
"Ruk Sushi & Thai Edgebrook","5419 West Devon Avenue","Chicago","IL","60646","ruk-sushi-and-thai-chicago-522954","No","2","No",""
"LG Restaurant","2632 East 75th Street","Chicago","IL","60649","lg-restaurant-chicago-335561","Yes","10","No",""
"Wing Wah","4340 South Archer Avenue","Chicago","IL","60632","wing-wah-chicago-225956","No","15","No",""
"United Grill","4803 West Armitage Avenue","Chicago","IL","60639","united-grill-chicago-444942","No","3","No",""
"Papa Joe's Pizza","5750 North Milwaukee Avenue","Chicago","IL","60646","papa-joe-s-pizza-chicago-184055","No","10","No",""
"La Palma Mariscos","6038 South Pulaski Road","Chicago","IL","60629","la-palma-mariscos-chicago-335521","No","1","No",""
"Guide's Sports Bar & Grill","5544 South Archer Avenue","Chicago","IL","60638","guide-s-sports-bar-grill-chicago-445317","No","5","No",""
"Poutine Royale","1215 West Devon Avenue","Chicago","IL","60660","poutine-royale-chicago-614576","No","0","No",""
"Maddon's Post","1119 West Waveland Avenue","Chicago","IL","60613","maddon-s-post-chicago-641966","No","0","No",""
"Peke’s Pozole","4720 South Pulaski Road","Chicago","IL","60632","peke-s-pozole-chicago-634068","Yes","0","No",""
"Susupuato Restaurant & Taqueria","6161 North Broadway Street","Chicago","IL","60660","susupuato-restaurant-taqueria-chicago-184110","No","2","No",""
"Limitless Coffee & Tea - River North","675 North Wells Street","Chicago","IL","60654","limitless-coffee-fulton-market-chicago-521656","No","1","No",""
"Holy Taco","953 West Webster Avenue","Chicago","IL","60614","holy-taco-chicago-521791","No","0","No",""
"Juliana Restaurant","3001 West Peterson Avenue","Chicago","IL","60659","juliana-restaurant-chicago-477647","No","0","No",""
"Papa Santiago's Pizza","3045 West 26th Street","Chicago","IL","60623","papa-santiago-s-pizzeria-chicago-447791","Yes","0","No",""
"Harvey's Family Restaurant","657 West 31st Street","Chicago","IL","60616","harvey-s-family-restaurant-chicago-179425","No","2","No",""
"Chop Stick Express","3237 North Harlem Avenue","Chicago","IL","60634","chop-stick-express-chicago-445699","No","2","No",""
"Sky Chop Suey","8616 South Kedzie Avenue","Chicago","IL","60652","sky-chop-suey-chicago-335537","No","1","No",""
"The Mukase","1363 West Wilson Avenue","Chicago","IL","60640","the-mukase-chicago-521142","No","0","No",""
"Nottoli & Son","7652 West Belmont Avenue","Chicago","IL","60634","nottoli-son-chicago-522552","No","1","No",""
"Enjoyacorn","3460 West 79th Street","Chicago","IL","60652","enjoy-a-corn-chicago-409841","Yes","5","No",""
"The Juice","1324 West 18th Street","Chicago","IL","60608","the-juice-house-c-chicago-599067","No","0","No",""
"Piazza Bella","2114 West Roscoe Street","Chicago","IL","60618","piazza-bella-chicago-619147","No","0","No",""
"King Crab House","1816 North Halsted Street","Chicago","IL","60614","king-crab-house-chicago-144714","Yes","91","No",""
"Di Vita's Pizzeria","3753 West Belmont Avenue","Chicago","IL","60618","di-vita-s-pizzeria-chicago-522825","No","1","No",""
"Taqueria Morelia","3943 West Lawrence Avenue","Chicago","IL","60625","taqueria-morelia-chicago-183822","No","8","No",""
"Thai on Clark","4641 North Clark Street","Chicago","IL","60640","thai-on-clark-chicago-184014","No","3","No",""
"Outdoor Cafe","3257 West Bryn Mawr Avenue","Chicago","IL","60659","outdoor-cafe-chicago-179250","No","9","No",""
"Muchacho Alegre","3036 North Pulaski Road","Chicago","IL","60641","muchacho-alegre-chicago-484822","No","0","No",""
"Ristorante Agostino","2817 North Harlem Avenue","Chicago","IL","60707","ristorante-agostino-chicago-183886","No","40","No",""
"Tom & Jerry's Gyros","6359 West Montrose Avenue","Chicago","IL","60634","tom-jerry-s-gyros-chicago-184008","No","33","No",""
"Mr. Pollo","3026 West Belmont Avenue","Chicago","IL","60618","mr-pollo-chicago-522861","No","1","No",""
"China Delight","6618 West North Avenue","Chicago","IL","60707","china-delight-chicago-622855","No","0","No",""
"Yemen Shibam City Restaurant","4807 North Elston Avenue","Chicago","IL","60630","yemen-shibam-city-restaurant-chicago-183667","No","14","No",""
"Sushi Sai","123 North Upper Wacker Drive","Chicago","IL","60606","sushi-sai-chicago-521056","No","0","No",""
"La Choza Mexican Grill","7022 North Clark Street","Chicago","IL","60626","la-choza-mexican-grill-chicago-179387","No","9","No",""
"Miso Asian Kitchen","4449 North Broadway","Chicago","IL","60640","miso-asian-kitchen-chicago-183648","No","39","No",""
"Burger Mania","3477 North Broadway","Chicago","IL","60657","burger-mania-chicago-529296","Yes","1","No",""
"Pizza Tango","2859 West Cermak Road","Chicago","IL","60623","pizza-tango-chicago-521756","No","0","No",""
"Roger’s Wing","6752 North Sheridan Road","Chicago","IL","60626","roger-s-wing-chicago-598707","No","0","No",""
"Gage's Deli","1467 West Leland Avenue","Chicago","IL","60640","gage-s-deli-chicago-522146","No","1","No",""
"ERIK’S DELI & SOUP BARZ","133 North Wells Street","Chicago","IL","60606","erik-s-deli-soup-barz-chicago-445538","No","3","No",""
"Jasmine Rice","3103 North Narragansett Avenue","Chicago","IL","60634","jasmine-rice-chicago-183755","No","74","No",""
"knead","2101 West North Avenue","Chicago","IL","60647","knead-pizza-company-chicago-282884","Yes","32","No",""
"Mr. Salsa","1025 West Montrose Avenue","Chicago","IL","60613","mr-salsa-chicago-183914","No","33","No",""
"Raymonds Tacos #3","3638 West Fullerton Avenue","Chicago","IL","60647","raymonds-tacos-chicago-619308","No","0","No",""
"Ice Point Rolled Ice Cream","2171 South China Place","Chicago","IL","60616","ice-point-rolled-ice-cream-chicago-521693","No","3","No",""
"Hong Huah","5924 West Fullerton Avenue","Chicago","IL","60639","hong-huah-chicago-445416","No","3","No",""
"Taqueria El Heredero","3222 West Armitage Avenue","Chicago","IL","60647","taqueria-el-heredero-chicago-522735","No","4","No",""
"Cedar Palace","655 West Armitage Avenue","Chicago","IL","60614","cedar-palace-chicago-432962","Yes","16","No",""
"Grand China Express","1129 West Thorndale Avenue","Chicago","IL","60660","grand-china-express-chicago-354542","No","6","No",""
"Cafe Corea","1603 East 55th Street","Chicago","IL","60615","cafe-corea-chicago-635695","No","0","No",""
"Hing Kee Restaurant","2140 South Archer Avenue","Chicago","IL","60616","hing-kee-restaurant-chicago-184149","No","68","No",""
"D’Candela Restaurant","3447 West Irving Park Road","Chicago","IL","60618","d-candela-restaurant-chicago-619250","No","0","No",""
"Dappers East","2901 West Addison Street","Chicago","IL","60618","dappers-east-chicago-522231","No","0","No",""
"Shawarma Stop","947 West Wellington Avenue","Chicago","IL","60657","shawarma-stop-chicago-420843","Yes","8","No",""
"Galvin's Public House","5901 West Lawrence Avenue","Chicago","IL","60630","galvin-s-public-house-chicago-183975","Yes","22","No",""
"Rj Sandwich Fish and Chicken","1938 East 95th Street","Chicago","IL","60617","rj-sandwich-fish-and-chicken-chicago-521449","No","0","No",""
"Aly's Ice Cream Shop & Juice Bar","8542 South Pulaski Road","Chicago","IL","60652","aly-s-ice-cream-shop-juice-bar-chicago-413825","Yes","12","No",""
"D Fruta La Vida","3739 West Fullerton Avenue","Chicago","IL","60647","d-fruta-la-vida-chicago-522653","No","1","No",""
"Daguan Noodle","2230 South Wentworth Avenue","Chicago","IL","60616","daguan-noodle-chicago-522920","No","0","No",""
"Ellie's Cafe","10701 South Hale Avenue","Chicago","IL","60643","ellie-s-cafe-chicago-327891","No","7","No",""
"Big Tony's Pizza","3276 West Fullerton Avenue","Chicago","IL","60647","big-tony-s-pizza-chicago-522517","No","1","No",""
"Ice Max","2227 South Wentworth Avenue","Chicago","IL","60616","ice-max-chicago-335651","No","3","No",""
"Bismillah Restaurant","2510 West Devon Avenue","Chicago","IL","60659","bismillah-restaurant-chicago-179533","No","22","No",""
"BarTucci Homemade Italian","3426 North Harlem Avenue","Chicago","IL","60634","bartucci-chicago-544390","No","0","No",""
"Che-che Pita","5815 West Madison Street","Chicago","IL","60644","che-che-pita-chicago-598830","No","0","No",""
"Tasty China","3315 West North Avenue","Chicago","IL","60647","tasty-china-chicago-522544","No","0","No",""
"Sarno's Restaurant & Lounge","5615 West Roosevelt Road","Chicago","IL","60804","sarno-s-restaurant-lounge-chicago-426087","No","0","No",""
"Las Mojarras Restaurant","3522 East 100th Street","Chicago","IL","60617","las-mojarras-restaurant-chicago-327943","No","20","No",""
"Dog House Grill","1534 North Wells Street","Chicago","IL","60610","dog-house-grill-chicago-288186","Yes","22","No",""
"Galata Mediterranean / Turkish Restaurant","717 West Maxwell Street","Chicago","IL","60607","galata-turkish-mediterranean-cuisine-chicago-642112","No","0","No",""
"Original Triple Crown Restaurant","211 West 22nd Place","Chicago","IL","60616","original-triple-crown-restaurant-chicago-183920","No","9","No",""
"Mart Anthony's","1200 West Hubbard Street","Chicago","IL","60642","mart-anthony-s-chicago-445059","No","2","No",""
"Tacos Castillo","10258 South Ewing Avenue","Chicago","IL","60617","tacos-castillo-chicago-521314","No","3","No",""
"Pokiology","4600 North Magnolia Avenue","Chicago","IL","60640","pokiology-chicago-619123","No","0","No",""
"M&G Pizza","2819 North Southport Avenue","Chicago","IL","60657","m-g-pizza-chicago-587136","No","0","No",""
"West Egg Cafe","620 North Fairbanks Court","Chicago","IL","60611","west-egg-cafe-chicago-522648","No","1","No",""
"Jarvis Gyros","1517 West Jarvis Avenue","Chicago","IL","60626","jarvis-gyros-chicago-179414","No","4","No",""
"Burgundy Restaurant","5959 West Irving Park Road","Chicago","IL","60634","burgundy-restaurant-chicago-179853","No","3","No",""
"Greek Corner","958 North Damen Avenue","Chicago","IL","60622","greek-corner-chicago-522247","No","3","No",""
"Brudders Bar and Grill","3600 North Pulaski Road","Chicago","IL","60641","brudders-bar-and-grill-chicago-522940","No","0","No",""
"Papa Chris' Place","6235 West Touhy Avenue","Chicago","IL","60646","papa-chris-place-chicago-184044","No","24","No",""
"Wood Fire Counter","131 North Clinton Street","Chicago","IL","60661","wood-fire-counter-chicago-451619","Yes","0","Yes","polpetti-chicago-131","No","Yes","0"
"Thai Room","4022 North Western Avenue","Chicago","IL","60618","thai-room-chicago-522438","No","0","No",""
"Reggies Music Joint","2105 South State Street","Chicago","IL","60616","reggies-music-joint-chicago-521650","No","1","No",""
"Flamin’ Wood Fire Pies","3477 North Broadway","Chicago","IL","60657","flamin-wood-fire-pies-chicago-607844","Yes","0","No",""
"El Azteca","5011 West Fullerton Avenue","Chicago","IL","60639","el-azteca-chicago-445153","No","4","No",""
"Vanille Patisserie","5229 South Harper Court","Chicago","IL","60615","vanille-patisserie-chicago-445256","No","1","No",""
"Tropicuba","3000 West Lyndale Street","Chicago","IL","60647","tropicuba-chicago-522695","No","1","No",""
"Anto Pizza Chicago","1547 West Jarvis Avenue","Chicago","IL","60626","anto-pizza-chicago-chicago-567978","Yes","0","No",""
"Asada Mexican Grill","180 North Wells Street","Chicago","IL","60606","asada-mexican-grill-chicago-445223","Yes","2","No",""
"Fruve' xPress Juicery","1108 West Madison Street","Chicago","IL","60607","fruve-xpress-juicery-chicago-445694","No","3","No",""
"El Campestre","6920 South Pulaski Road","Chicago","IL","60629","el-campestre-chicago-225890","No","19","No",""
"Hot Dog Express","4300 North Milwaukee Avenue","Chicago","IL","60641","hot-dog-express-chicago-522045","No","2","No",""
"Silli Kori","2053 West Division Street","Chicago","IL","60622","silli-kori-chicago-445422","No","0","No",""
"Tomatillo Taco","2943 West Irving Park Road","Chicago","IL","60618","tomatillo-taco-joint-chicago-485160","Yes","6","No",""
"Paleteria La","3500 West 59th Street","Chicago","IL","60629","paleteria-la-chicago-598831","No","0","No",""
"Carb Free Cafe","222 West Merchandise Mart Plaza","Chicago","IL","60654","carb-free-cafe-chicago-598822","No","0","No",""
"Hunan Egg Roll King","4204 North Broadway Street","Chicago","IL","60613","hunan-egg-roll-king-chicago-179242","No","8","No",""
"Houndstooth Saloon","3369 North Clark Street","Chicago","IL","60657","houndstooth-saloon-chicago-226443","Yes","7","No",""
"B&Q Afro Root Cuisine","4701 North Kenmore Avenue","Chicago","IL","60640","b-q-afro-root-cuisine-chicago-179571","No","24","No",""
"GT Prime Steakhouse","707 North Wells Street","Chicago","IL","60654","gt-prime-steakhouse-chicago-262537","Yes","20","Yes","gt-prime-steakhouse-chicago-704","No","Yes","4.8"
"Cafe Istanbul","2014 West Division Street","Chicago","IL","60622","cafe-istanbul-chicago-521254","No","1","No",""
"China Night Cafe","1140 West Taylor Street","Chicago","IL","60607","china-night-cafe-chicago-623021","No","0","No",""
"CafféCafé","1 East Upper Wacker Drive","Chicago","IL","60601","caff-caf-chicago-233552","Yes","24","No",""
"Number 1 Chop Suey","4307 West Irving Park Road","Chicago","IL","60641","number-1-chop-suey-chicago-523027","No","0","No",""
"Sicilian Bakery","4632 North Cumberland Avenue","Chicago","IL","60656","sicilian-bakery-chicago-184019","Yes","11","No",""
"Kin Sushi & Thai Cuisine","1132 North Milwaukee Avenue","Chicago","IL","60642","kin-sushi-thai-cuisine-chicago-522008","No","1","No",""
"Chef Daddy's","5944 West Lake Street","Chicago","IL","60644","chef-daddy-s-chicago-622826","No","0","No",""
"Wing Wah","6452 West 63rd Street","Chicago","IL","60638","wing-wah-restaurant-chicago-623052","No","0","No",""
"Firewings","4749 North Pulaski Road","Chicago","IL","60630","firewings-chicago-282785","Yes","16","No",""
"Philly Sub","1914 East 79th Street","Chicago","IL","60649","philly-sub-chicago-521925","No","0","No",""
"Super Sub And Gyro #2","2451 West 63rd Street","Chicago","IL","60629","super-sub-and-gyro-2-chicago-623025","No","0","No",""
"Red Square Cafe And Lounge","1914 West Division Street","Chicago","IL","60622","red-square-cafe-and-lounge-chicago-445208","No","1","No",""
"Me Dee Cafe","4805 North Damen Avenue","Chicago","IL","60625","me-dee-cafe-chicago-184018","No","6","No",""
"GT Fish & Oyster","531 North Wells Street","Chicago","IL","60654","gt-fish-oyster-chicago-102709","Yes","93","No",""
"Taqueria Archer","3623 South Archer Avenue","Chicago","IL","60609","taqueria-archer-chicago-335580","No","2","No",""
"Yamon Jerk Grill","1636 West Howard Street","Chicago","IL","60626","yamon-jerk-grill-chicago-599052","No","0","No",""
"Clarkes Rogers Park","6431 North Sheridan Road","Chicago","IL","60626","clarkes-rogers-park-chicago-184127","No","21","No",""
"Luella's Gospel Bird","2009 North Damen Avenue","Chicago","IL","60647","luella-s-gospel-bird-chicago-521233","Yes","1","No",""
"Lee's Garden Restaurant","4240 West North Avenue","Chicago","IL","60639","lee-s-garden-restaurant-chicago-445393","No","2","No",""
"Super Sub & Gyro","2810 West Marquette Road","Chicago","IL","60629","super-sub-gyro-chicago-521062","No","0","No",""
"El Pollo Real","3823 West 31st Street","Chicago","IL","60623","el-pollo-real-chicago-521941","No","1","No",""
"Las Delicias","4010 West Montrose Avenue","Chicago","IL","60630","las-delicias-chicago-522965","No","4","No",""
"Bourbon on Division-","2050 West Division Street","Chicago","IL","60622","bourbon-on-division-chicago-302711","No","13","No",""
"Evergreen Restaurant","2411 South Wentworth Avenue","Chicago","IL","60616","evergreen-ann-arbor-chicago-179766","No","12","No",""
"Crispy Khan / Hell Fire Foods","334 North Laramie Avenue","Chicago","IL","60644","crispy-khan-hell-fire-foods-chicago-469721","No","5","No",""
"Salsa's Grill","3808 West Lawrence Avenue","Chicago","IL","60625","salsa-s-grill-chicago-445114","No","1","No",""
"Papa Philly & Fish","7500 South Cottage Grove Avenue","Chicago","IL","60619","papa-philly-fish-chicago-335679","No","9","No",""
"Ipsento","1813 North Milwaukee Avenue","Chicago","IL","60647","ipsento-coffee-chicago-619244","No","0","No",""
"Aztlan Mexican Grill","3358 West Montrose Avenue","Chicago","IL","60618","aztlan-mexican-grill-inc-chicago-611887","No","0","No",""
"Luzzat","1505 West Jarvis Avenue","Chicago","IL","60626","luzzat-chicago-179449","No","5","No",""
"Las Tablas","4920 West Irving Park Road","Chicago","IL","60641","las-tablas-colombian-steak-chicago-522064","No","1","No",""
"Little Kitchen","4104 North Sheridan Road","Chicago","IL","60613","little-kitchen-chicago-183674","No","50","No",""
"Sixty Five Chinese Restaurant","201 West Madison Street","Chicago","IL","60606","sixty-five-chinese-restaurant-chicago-521778","No","0","No",""
"Dylans Tavern & Grill","118 South Clinton Street","Chicago","IL","60661","dylans-tavern-grill-chicago-521538","No","0","No",""
"Billy's Prime Fish & Hoagie","8022 South Halsted Street","Chicago","IL","60620","billy-s-prime-fish-hoagie-chicago-335571","No","2","No",""
"Eli's Cheesecake World","6701 West Forest Preserve Avenue","Chicago","IL","60634","eli-s-cheesecake-world-chicago-354017","No","0","No",""
"Umai","1217 West Fullerton Avenue","Chicago","IL","60614","umai-sushi-and-japanese-chicago-521577","No","2","No",""
"Carmela's Taqueria","1206 West Lawrence Avenue","Chicago","IL","60640","carmela-s-taqueria-chicago-179761","No","14","No",""
"Peaches & Pears","6435 West Archer Avenue","Chicago","IL","60638","peaches-pears-chicago-445515","No","4","No",""
"JB's Deli","5501 North Clark Street","Chicago","IL","60640","jb-s-deli-chicago-179454","No","41","No",""
"Yummy Yummy Noodles","2334 South Wentworth Avenue","Chicago","IL","60616","yummy-yummy-noodles-chicago-183764","No","10","No",""
"Savanna Restaurant","4111 North Lincoln Avenue","Chicago","IL","60618","savanna-restaurant-chicago-522364","No","1","No",""
"The Ruin Daily","328 South Jefferson Street","Chicago","IL","60661","the-ruin-daily-chicago-131162","No","114","No",""
"Pauline's","1754 West Balmoral Avenue","Chicago","IL","60640","pauline-s-chicago-183724","No","43","No",""
"Sze Chuan Cuisine","2414 South Wentworth Avenue","Chicago","IL","60616","sze-chuan-cuisine-chicago-184146","No","11","No",""
"Gelatinas Cris","4725 South Cicero Avenue","Chicago","IL","60632","gelatinas-cris-chicago-335517","No","4","No",""
"Smakosz Restaurant","5619 West Lawrence Avenue","Chicago","IL","60630","smakosz-restaurant-chicago-184176","No","13","No",""
"Chicano Hamburger & Wings","2857 South Saint Louis Avenue","Chicago","IL","60623","chicano-hamburger-wings-chicago-458555","Yes","4","No",""
"La Cocina","209 West Lake Street","Chicago","IL","60606","la-cocina-chicago-521381","No","0","No",""
"Little Clown Pizza","2801 North Central Park Avenue","Chicago","IL","60618","little-clown-pizza-chicago-522385","No","0","No",""
"Little Quiapo Restaurant","6259 North McCormick Road","Chicago","IL","60659","little-quiapo-restaurant-chicago-623577","No","0","No",""
"Demi's Poutines","1215 West Devon Avenue","Chicago","IL","60660","demi-s-poutines-chicago-460137","Yes","5","No",""
"Chop Suey Huang","5202 North Lincoln Avenue","Chicago","IL","60625","chop-suey-huang-chicago-184059","No","4","No",""
